t_s,x_true_m,y_true_m,z_true_m,x_ekf_m,y_ekf_m,z_ekf_m,xy_error_m
9.535,-0.2793,0.3752,1.0042,-0.2361,0.3964,0.9995,0.0084
9.54,-0.2789,0.3753,1.0044,-0.2361,0.3965,0.9997,0.0081
9.545,-0.2785,0.3754,1.0046,-0.2359,0.3966,1.0003,0.0077
9.55,-0.2781,0.3755,1.0048,-0.2356,0.3966,1.0004,0.0074
9.555,-0.2777,0.3757,1.005,-0.2354,0.3967,1.0006,0.007
9.56,-0.2774,0.3758,1.0052,-0.235,0.3967,1.001,0.0067
9.565,-0.277,0.3759,1.0053,-0.2348,0.3969,1.0011,0.0064
9.57,-0.2766,0.376,1.0055,-0.2344,0.397,1.0014,0.0061
9.575,-0.2763,0.3761,1.0057,-0.2342,0.3972,1.0017,0.0058
9.58,-0.2759,0.3763,1.0059,-0.2338,0.3973,1.0019,0.0055
9.585,-0.2755,0.3764,1.006,-0.2336,0.3975,1.0021,0.0052
9.59,-0.2752,0.3765,1.0062,-0.2333,0.3974,1.0022,0.005
9.595,-0.2748,0.3766,1.0063,-0.2331,0.3976,1.0024,0.0048
9.6,-0.2745,0.3767,1.0064,-0.2327,0.3977,1.0027,0.0046
9.605,-0.2741,0.3769,1.0065,-0.2324,0.3978,1.0028,0.0044
9.61,-0.2738,0.377,1.0067,-0.232,0.3979,1.0029,0.0042
9.615,-0.2734,0.3771,1.0068,-0.2318,0.398,1.0032,0.0041
9.62,-0.2731,0.3772,1.0068,-0.2314,0.3979,1.0033,0.004
9.625,-0.2727,0.3773,1.0069,-0.2313,0.3978,1.0034,0.004
9.63,-0.2724,0.3775,1.007,-0.2312,0.3976,1.0035,0.0039
9.635,-0.272,0.3776,1.0071,-0.231,0.3974,1.0035,0.0039
9.64,-0.2717,0.3777,1.0071,-0.231,0.3973,1.0038,0.004
9.645,-0.2714,0.3778,1.0072,-0.2308,0.3972,1.004,0.0041
9.65,-0.2711,0.3779,1.0072,-0.2308,0.3973,1.0042,0.0042
9.655,-0.2707,0.3781,1.0072,-0.2305,0.3972,1.0043,0.0043
9.66,-0.2704,0.3782,1.0072,-0.2306,0.3974,1.0044,0.0044
9.665,-0.2701,0.3783,1.0072,-0.2305,0.3977,1.0044,0.0046
9.67,-0.2698,0.3784,1.0072,-0.2301,0.3978,1.0044,0.0048
9.675,-0.2695,0.3785,1.0072,-0.2298,0.3982,1.0043,0.005
9.68,-0.2692,0.3787,1.0072,-0.2296,0.3985,1.0046,0.0052
9.685,-0.2688,0.3788,1.0072,-0.2291,0.3989,1.0045,0.0054
9.69,-0.2685,0.3789,1.0072,-0.229,0.399,1.0046,0.0057
9.695,-0.2682,0.379,1.0071,-0.2288,0.3992,1.0047,0.0059
9.7,-0.2679,0.3791,1.0071,-0.2287,0.3992,1.0045,0.0061
9.705,-0.2677,0.3793,1.007,-0.2284,0.3992,1.0047,0.0064
9.71,-0.2674,0.3794,1.007,-0.2283,0.3995,1.0046,0.0067
9.715,-0.2671,0.3795,1.0069,-0.2282,0.3996,1.0045,0.0069
9.72,-0.2668,0.3796,1.0068,-0.2278,0.3995,1.0043,0.0072
9.725,-0.2665,0.3797,1.0067,-0.2278,0.3995,1.004,0.0074
9.73,-0.2662,0.3799,1.0067,-0.2277,0.3994,1.0042,0.0077
9.735,-0.2659,0.38,1.0066,-0.2275,0.3993,1.0042,0.008
9.74,-0.2657,0.3801,1.0065,-0.2273,0.3992,1.0041,0.0082
9.745,-0.2654,0.3802,1.0064,-0.2271,0.3993,1.0038,0.0085
9.75,-0.2651,0.3803,1.0063,-0.2269,0.3992,1.0041,0.0088
9.755,-0.2649,0.3805,1.0062,-0.2266,0.3993,1.0041,0.009
9.76,-0.2646,0.3806,1.0062,-0.2264,0.3995,1.004,0.0093
9.765,-0.2644,0.3807,1.0061,-0.2261,0.3996,1.0042,0.0096
9.77,-0.2641,0.3808,1.006,-0.226,0.3997,1.0038,0.0098
9.775,-0.2639,0.3809,1.0059,-0.2258,0.3999,1.0038,0.0101
9.78,-0.2636,0.3811,1.0058,-0.2255,0.4001,1.0039,0.0103
9.785,-0.2634,0.3812,1.0057,-0.2252,0.4002,1.0039,0.0106
9.79,-0.2631,0.3813,1.0057,-0.2249,0.4002,1.0039,0.0109
9.795,-0.2629,0.3814,1.0056,-0.2245,0.4005,1.0039,0.0111
9.8,-0.2627,0.3815,1.0055,-0.2245,0.4006,1.0037,0.0114
9.805,-0.2624,0.3816,1.0055,-0.2244,0.4008,1.0036,0.0116
9.81,-0.2622,0.3818,1.0054,-0.2243,0.4009,1.0035,0.0118
9.815,-0.262,0.3819,1.0053,-0.2241,0.4011,1.0035,0.0121
9.82,-0.2618,0.382,1.0053,-0.2238,0.4012,1.0036,0.0123
9.825,-0.2616,0.3821,1.0052,-0.2237,0.4012,1.0034,0.0126
9.83,-0.2613,0.3822,1.0052,-0.2236,0.4013,1.0035,0.0128
9.835,-0.2611,0.3824,1.0051,-0.2236,0.4015,1.0034,0.013
9.84,-0.2609,0.3825,1.0051,-0.2236,0.4017,1.0032,0.0133
9.845,-0.2607,0.3826,1.0051,-0.2235,0.4016,1.0029,0.0135
9.85,-0.2605,0.3827,1.0051,-0.2234,0.4016,1.0028,0.0137
9.855,-0.2603,0.3828,1.0051,-0.2232,0.4018,1.0026,0.014
9.86,-0.2601,0.383,1.005,-0.2233,0.4018,1.0024,0.0142
9.865,-0.26,0.3831,1.005,-0.2231,0.4018,1.0024,0.0144
9.87,-0.2598,0.3832,1.005,-0.2229,0.4017,1.0025,0.0146
9.875,-0.2596,0.3833,1.005,-0.2229,0.4019,1.0027,0.0148
9.88,-0.2594,0.3834,1.0051,-0.2229,0.402,1.0025,0.015
9.885,-0.2592,0.3835,1.0051,-0.2229,0.4019,1.0024,0.0153
9.89,-0.2591,0.3837,1.0051,-0.2227,0.4021,1.0028,0.0155
9.895,-0.2589,0.3838,1.0051,-0.2227,0.4024,1.0027,0.0157
9.9,-0.2588,0.3839,1.0052,-0.2226,0.4026,1.0029,0.0159
9.905,-0.2586,0.384,1.0052,-0.2225,0.4027,1.0029,0.0161
9.91,-0.2584,0.3841,1.0053,-0.2225,0.4027,1.0029,0.0162
9.915,-0.2583,0.3842,1.0053,-0.2225,0.4029,1.003,0.0164
9.92,-0.2581,0.3844,1.0054,-0.2225,0.403,1.0031,0.0166
9.925,-0.258,0.3845,1.0055,-0.2224,0.403,1.0032,0.0168
9.93,-0.2579,0.3846,1.0055,-0.2224,0.4032,1.0032,0.017
9.935,-0.2577,0.3847,1.0056,-0.2224,0.4031,1.0031,0.0172
9.94,-0.2576,0.3848,1.0057,-0.2223,0.403,1.003,0.0173
9.945,-0.2575,0.3849,1.0058,-0.2222,0.4029,1.0031,0.0175
9.95,-0.2574,0.3851,1.0059,-0.2221,0.4029,1.003,0.0177
9.955,-0.2572,0.3852,1.0059,-0.2221,0.4027,1.0028,0.0178
9.96,-0.2571,0.3853,1.006,-0.222,0.4027,1.0028,0.018
9.965,-0.257,0.3854,1.0061,-0.2221,0.4028,1.0029,0.0182
9.97,-0.2569,0.3855,1.0062,-0.2219,0.4027,1.003,0.0183
9.975,-0.2568,0.3856,1.0063,-0.2218,0.4029,1.0033,0.0185
9.98,-0.2567,0.3858,1.0064,-0.2218,0.4031,1.0033,0.0186
9.985,-0.2566,0.3859,1.0065,-0.2218,0.403,1.0035,0.0188
9.99,-0.2565,0.386,1.0066,-0.2216,0.4032,1.0037,0.0189
9.995,-0.2564,0.3861,1.0067,-0.2215,0.4034,1.0037,0.019
10.0,-0.2563,0.3862,1.0069,-0.2215,0.4036,1.0037,0.0192
10.005,-0.2563,0.3863,1.007,-0.2214,0.4038,1.0037,0.0193
10.01,-0.2562,0.3864,1.0071,-0.2212,0.4039,1.0037,0.0194
10.015,-0.2561,0.3865,1.0072,-0.2212,0.4041,1.0041,0.0196
10.02,-0.2561,0.3866,1.0073,-0.2212,0.4042,1.0041,0.0197
10.025,-0.256,0.3868,1.0074,-0.2211,0.4044,1.0039,0.0198
10.03,-0.2559,0.3869,1.0075,-0.2212,0.4045,1.004,0.0199
10.035,-0.2559,0.387,1.0076,-0.2215,0.4044,1.0039,0.02
10.04,-0.2558,0.3871,1.0077,-0.2215,0.4046,1.0039,0.0202
10.045,-0.2558,0.3872,1.0078,-0.2217,0.4046,1.0037,0.0203
10.05,-0.2557,0.3873,1.0079,-0.2217,0.4047,1.004,0.0204
10.055,-0.2557,0.3874,1.008,-0.2215,0.4048,1.0042,0.0205
10.06,-0.2557,0.3875,1.0081,-0.2215,0.4049,1.0042,0.0206
10.065,-0.2556,0.3876,1.0081,-0.2214,0.4049,1.0042,0.0207
10.07,-0.2556,0.3877,1.0082,-0.2216,0.405,1.0042,0.0207
10.075,-0.2556,0.3878,1.0083,-0.2214,0.4052,1.0042,0.0208
10.08,-0.2555,0.3879,1.0084,-0.2215,0.4053,1.0045,0.0209
10.085,-0.2555,0.388,1.0085,-0.2215,0.4054,1.0045,0.021
10.09,-0.2555,0.3881,1.0085,-0.2214,0.4056,1.0047,0.0211
10.095,-0.2555,0.3882,1.0086,-0.2214,0.4059,1.0049,0.0212
10.1,-0.2555,0.3883,1.0087,-0.2213,0.406,1.0052,0.0212
10.105,-0.2555,0.3884,1.0087,-0.2212,0.4061,1.0055,0.0213
10.11,-0.2555,0.3885,1.0088,-0.2212,0.4063,1.0055,0.0214
10.115,-0.2555,0.3886,1.0088,-0.2211,0.4064,1.0057,0.0214
10.12,-0.2555,0.3887,1.0088,-0.2209,0.4066,1.0059,0.0215
10.125,-0.2555,0.3888,1.0089,-0.2207,0.4066,1.006,0.0216
10.13,-0.2555,0.3889,1.0089,-0.2205,0.4068,1.0058,0.0216
10.135,-0.2556,0.389,1.0089,-0.2204,0.4069,1.0062,0.0217
10.14,-0.2556,0.3891,1.009,-0.2204,0.407,1.0065,0.0217
10.145,-0.2556,0.3892,1.009,-0.2204,0.407,1.0066,0.0218
10.15,-0.2557,0.3893,1.009,-0.2204,0.4071,1.0066,0.0218
10.155,-0.2557,0.3894,1.009,-0.2203,0.4072,1.0066,0.0219
10.16,-0.2557,0.3895,1.009,-0.2206,0.4071,1.0065,0.0219
10.165,-0.2558,0.3896,1.0089,-0.2208,0.4071,1.0066,0.0219
10.17,-0.2558,0.3897,1.0089,-0.221,0.4071,1.0066,0.022
10.175,-0.2559,0.3898,1.0089,-0.2211,0.4073,1.0069,0.022
10.18,-0.2559,0.3899,1.0089,-0.2214,0.4075,1.0069,0.0221
10.185,-0.256,0.39,1.0088,-0.2216,0.4074,1.007,0.0221
10.19,-0.256,0.3901,1.0088,-0.2217,0.4075,1.0068,0.0221
10.195,-0.2561,0.3902,1.0087,-0.2218,0.4075,1.0067,0.0221
10.2,-0.2562,0.3903,1.0087,-0.222,0.4076,1.0067,0.0222
10.205,-0.2562,0.3904,1.0086,-0.2219,0.4079,1.0067,0.0222
10.21,-0.2563,0.3904,1.0085,-0.2218,0.4079,1.0067,0.0222
10.215,-0.2564,0.3905,1.0085,-0.2216,0.4079,1.0069,0.0222
10.22,-0.2565,0.3906,1.0084,-0.2215,0.4079,1.0066,0.0222
10.225,-0.2565,0.3907,1.0083,-0.2215,0.4081,1.0065,0.0222
10.23,-0.2566,0.3908,1.0082,-0.2215,0.4082,1.0065,0.0223
10.235,-0.2567,0.3909,1.0081,-0.2214,0.408,1.0064,0.0223
10.24,-0.2568,0.391,1.008,-0.2212,0.408,1.0064,0.0223
10.245,-0.2569,0.3911,1.008,-0.2213,0.4078,1.0063,0.0223
10.25,-0.257,0.3911,1.0079,-0.2213,0.4079,1.0062,0.0223
10.255,-0.2571,0.3912,1.0078,-0.2213,0.4078,1.0061,0.0223
10.26,-0.2572,0.3913,1.0077,-0.2214,0.4076,1.0063,0.0223
10.265,-0.2573,0.3914,1.0075,-0.2213,0.4074,1.0064,0.0223
10.27,-0.2574,0.3915,1.0074,-0.2215,0.4075,1.0064,0.0223
10.275,-0.2576,0.3916,1.0073,-0.2214,0.4075,1.0063,0.0223
10.28,-0.2577,0.3917,1.0072,-0.2215,0.4075,1.0062,0.0223
10.285,-0.2578,0.3917,1.0071,-0.2215,0.4076,1.0059,0.0223
10.29,-0.2579,0.3918,1.007,-0.2216,0.4077,1.006,0.0222
10.295,-0.2581,0.3919,1.0069,-0.2216,0.4078,1.0059,0.0222
10.3,-0.2582,0.392,1.0068,-0.2214,0.408,1.0059,0.0222
10.305,-0.2583,0.392,1.0067,-0.2214,0.408,1.0058,0.0222
10.31,-0.2585,0.3921,1.0066,-0.2215,0.4081,1.0057,0.0222
10.315,-0.2586,0.3922,1.0065,-0.2217,0.4081,1.0057,0.0222
10.32,-0.2588,0.3923,1.0064,-0.2219,0.4083,1.0057,0.0221
10.325,-0.2589,0.3924,1.0063,-0.222,0.4084,1.0057,0.0221
10.33,-0.2591,0.3924,1.0062,-0.2222,0.4085,1.0055,0.0221
10.335,-0.2592,0.3925,1.0061,-0.2224,0.4087,1.0057,0.0221
10.34,-0.2594,0.3926,1.006,-0.2225,0.409,1.0058,0.0221
10.345,-0.2596,0.3926,1.0059,-0.2226,0.4091,1.0058,0.022
10.35,-0.2597,0.3927,1.0058,-0.2225,0.4091,1.0058,0.022
10.355,-0.2599,0.3928,1.0057,-0.2225,0.409,1.0058,0.022
10.36,-0.2601,0.3929,1.0056,-0.2228,0.409,1.0058,0.022
10.365,-0.2603,0.3929,1.0055,-0.2229,0.4091,1.0057,0.0219
10.37,-0.2604,0.393,1.0054,-0.2229,0.4091,1.0058,0.0219
10.375,-0.2606,0.3931,1.0053,-0.2229,0.4091,1.0057,0.0219
10.38,-0.2608,0.3931,1.0053,-0.2228,0.4092,1.0059,0.0219
10.385,-0.261,0.3932,1.0052,-0.2229,0.4093,1.0058,0.0218
10.39,-0.2612,0.3933,1.0051,-0.2231,0.4094,1.0057,0.0218
10.395,-0.2614,0.3933,1.005,-0.2232,0.4096,1.0054,0.0218
10.4,-0.2616,0.3934,1.005,-0.2232,0.4094,1.0051,0.0218
10.405,-0.2618,0.3935,1.0049,-0.2233,0.4094,1.0051,0.0217
10.41,-0.262,0.3935,1.0048,-0.2232,0.4093,1.0049,0.0217
10.415,-0.2622,0.3936,1.0047,-0.2234,0.4093,1.0048,0.0217
10.42,-0.2624,0.3937,1.0047,-0.2235,0.4093,1.0046,0.0216
10.425,-0.2626,0.3937,1.0046,-0.2237,0.4096,1.0045,0.0216
10.43,-0.2628,0.3938,1.0045,-0.2236,0.4095,1.0041,0.0216
10.435,-0.263,0.3939,1.0045,-0.2236,0.4096,1.0042,0.0216
10.44,-0.2633,0.3939,1.0044,-0.2236,0.4095,1.0041,0.0216
10.445,-0.2635,0.394,1.0044,-0.2237,0.4094,1.0042,0.0215
10.45,-0.2637,0.394,1.0043,-0.2237,0.4094,1.0038,0.0215
10.455,-0.2639,0.3941,1.0042,-0.2237,0.4095,1.0038,0.0215
10.46,-0.2642,0.3941,1.0042,-0.2239,0.4095,1.004,0.0215
10.465,-0.2644,0.3942,1.0041,-0.224,0.4097,1.004,0.0215
10.47,-0.2646,0.3943,1.0041,-0.2239,0.4096,1.004,0.0214
10.475,-0.2649,0.3943,1.004,-0.224,0.4096,1.004,0.0214
10.48,-0.2651,0.3944,1.004,-0.224,0.4098,1.0043,0.0214
10.485,-0.2653,0.3944,1.0039,-0.2242,0.4097,1.0044,0.0214
10.49,-0.2656,0.3945,1.0039,-0.2243,0.4098,1.0043,0.0214
10.495,-0.2658,0.3945,1.0039,-0.2242,0.4098,1.0043,0.0214
10.5,-0.2661,0.3946,1.0038,-0.2243,0.4097,1.0043,0.0214
10.505,-0.2663,0.3946,1.0038,-0.2245,0.4096,1.0042,0.0214
10.51,-0.2666,0.3947,1.0037,-0.2248,0.4095,1.004,0.0214
10.515,-0.2668,0.3947,1.0037,-0.2248,0.4096,1.0039,0.0213
10.52,-0.2671,0.3948,1.0036,-0.225,0.4096,1.004,0.0213
10.525,-0.2674,0.3948,1.0036,-0.2251,0.4095,1.004,0.0213
10.53,-0.2676,0.3949,1.0035,-0.225,0.4096,1.0041,0.0214
10.535,-0.2679,0.3949,1.0035,-0.2252,0.4098,1.0041,0.0214
10.54,-0.2682,0.395,1.0034,-0.2253,0.4101,1.0042,0.0214
10.545,-0.2684,0.395,1.0034,-0.2255,0.4102,1.0044,0.0214
10.55,-0.2687,0.3951,1.0033,-0.2254,0.4105,1.0044,0.0214
10.555,-0.269,0.3951,1.0033,-0.2256,0.4108,1.0047,0.0214
10.56,-0.2692,0.3951,1.0032,-0.2259,0.4108,1.0046,0.0214
10.565,-0.2695,0.3952,1.0032,-0.2262,0.411,1.0048,0.0214
10.57,-0.2698,0.3952,1.0031,-0.2263,0.4112,1.0046,0.0215
10.575,-0.2701,0.3953,1.0031,-0.2265,0.4114,1.0045,0.0215
10.58,-0.2704,0.3953,1.003,-0.2266,0.4114,1.0045,0.0215
10.585,-0.2706,0.3953,1.0029,-0.2266,0.4116,1.0043,0.0215
10.59,-0.2709,0.3954,1.0029,-0.2268,0.4115,1.0042,0.0216
10.595,-0.2712,0.3954,1.0028,-0.2269,0.4115,1.0042,0.0216
10.6,-0.2715,0.3954,1.0027,-0.2269,0.4115,1.0041,0.0217
10.605,-0.2718,0.3955,1.0026,-0.227,0.4113,1.004,0.0217
10.61,-0.2721,0.3955,1.0026,-0.2272,0.4111,1.0037,0.0217
10.615,-0.2724,0.3955,1.0025,-0.2273,0.411,1.0038,0.0218
10.62,-0.2727,0.3956,1.0024,-0.2275,0.4107,1.0038,0.0219
10.625,-0.273,0.3956,1.0023,-0.2277,0.4107,1.0041,0.0219
10.63,-0.2733,0.3956,1.0022,-0.2279,0.4106,1.0038,0.022
10.635,-0.2736,0.3957,1.0021,-0.2281,0.4105,1.0038,0.022
10.64,-0.2739,0.3957,1.002,-0.2283,0.4106,1.0037,0.0221
10.645,-0.2742,0.3957,1.0019,-0.2286,0.4106,1.0039,0.0222
10.65,-0.2745,0.3958,1.0018,-0.2288,0.4107,1.0037,0.0223
10.655,-0.2748,0.3958,1.0017,-0.2289,0.4107,1.0037,0.0223
10.66,-0.2751,0.3958,1.0016,-0.229,0.4106,1.0036,0.0224
10.665,-0.2754,0.3958,1.0015,-0.2292,0.4107,1.0034,0.0225
10.67,-0.2758,0.3959,1.0015,-0.2292,0.4108,1.0034,0.0226
10.675,-0.2761,0.3959,1.0014,-0.2293,0.4109,1.0034,0.0227
10.68,-0.2764,0.3959,1.0013,-0.2294,0.4109,1.0033,0.0228
10.685,-0.2767,0.3959,1.0012,-0.2295,0.4108,1.0028,0.0229
10.69,-0.277,0.396,1.0011,-0.2297,0.4109,1.0026,0.023
10.695,-0.2773,0.396,1.001,-0.2296,0.4108,1.0027,0.0231
10.7,-0.2777,0.396,1.0009,-0.2297,0.4109,1.0026,0.0232
10.705,-0.278,0.396,1.0008,-0.2297,0.4108,1.0027,0.0233
10.71,-0.2783,0.3961,1.0007,-0.2298,0.4107,1.0028,0.0234
10.715,-0.2786,0.3961,1.0006,-0.23,0.4105,1.0032,0.0236
10.72,-0.279,0.3961,1.0005,-0.2302,0.4106,1.0031,0.0237
10.725,-0.2793,0.3961,1.0005,-0.2304,0.4106,1.0032,0.0238
10.73,-0.2796,0.3961,1.0004,-0.2306,0.4106,1.0033,0.024
10.735,-0.28,0.3961,1.0003,-0.2309,0.4105,1.003,0.0241
10.74,-0.2803,0.3962,1.0002,-0.2312,0.4105,1.0027,0.0242
10.745,-0.2806,0.3962,1.0002,-0.2314,0.4104,1.0025,0.0244
10.75,-0.281,0.3962,1.0001,-0.2317,0.4104,1.0024,0.0245
10.755,-0.2813,0.3962,1.0,-0.2319,0.4106,1.0024,0.0247
10.76,-0.2816,0.3962,1.0,-0.2321,0.4108,1.0022,0.0248
10.765,-0.282,0.3962,0.9999,-0.2324,0.4108,1.0022,0.025
10.77,-0.2823,0.3962,0.9999,-0.2325,0.4111,1.0022,0.0251
10.775,-0.2826,0.3962,0.9998,-0.2326,0.4111,1.0018,0.0253
10.78,-0.283,0.3962,0.9998,-0.233,0.4112,1.0014,0.0255
10.785,-0.2833,0.3962,0.9997,-0.2331,0.4112,1.0011,0.0256
10.79,-0.2837,0.3963,0.9997,-0.2331,0.4113,1.0009,0.0258
10.795,-0.284,0.3963,0.9997,-0.2332,0.4112,1.0007,0.026
10.8,-0.2844,0.3963,0.9996,-0.2334,0.4111,1.0006,0.0262
10.805,-0.2847,0.3963,0.9996,-0.2336,0.411,1.0005,0.0263
10.81,-0.285,0.3963,0.9996,-0.2338,0.4109,1.0003,0.0265
10.815,-0.2854,0.3963,0.9996,-0.2338,0.4108,1.0001,0.0267
10.82,-0.2857,0.3963,0.9996,-0.2341,0.4108,1.0,0.0269
10.825,-0.2861,0.3963,0.9996,-0.2343,0.4109,1.0002,0.0271
10.83,-0.2864,0.3963,0.9996,-0.2345,0.411,1.0003,0.0273
10.835,-0.2868,0.3963,0.9996,-0.2346,0.4112,1.0002,0.0275
10.84,-0.2871,0.3963,0.9996,-0.235,0.4113,1.0001,0.0277
10.845,-0.2875,0.3963,0.9996,-0.2353,0.4113,0.9996,0.0279
10.85,-0.2878,0.3963,0.9996,-0.2357,0.4114,0.9993,0.0281
10.855,-0.2882,0.3963,0.9997,-0.236,0.4114,0.9994,0.0283
10.86,-0.2885,0.3963,0.9997,-0.2362,0.4114,0.9992,0.0285
10.865,-0.2889,0.3963,0.9997,-0.2363,0.4116,0.9991,0.0287
10.87,-0.2892,0.3963,0.9998,-0.2365,0.4117,0.9988,0.0289
10.875,-0.2896,0.3962,0.9998,-0.2367,0.4117,0.9987,0.0291
10.88,-0.2899,0.3962,0.9999,-0.237,0.4117,0.9986,0.0294
10.885,-0.2902,0.3962,0.9999,-0.2371,0.4118,0.9986,0.0296
10.89,-0.2906,0.3962,1.0,-0.2372,0.4118,0.9985,0.0298
10.895,-0.2909,0.3962,1.0001,-0.2373,0.4118,0.9982,0.03
10.9,-0.2913,0.3962,1.0001,-0.2375,0.4119,0.9983,0.0303
10.905,-0.2916,0.3962,1.0002,-0.2376,0.4118,0.9985,0.0305
10.91,-0.292,0.3962,1.0003,-0.2377,0.4118,0.9984,0.0307
10.915,-0.2923,0.3962,1.0004,-0.238,0.4119,0.9983,0.0309
10.92,-0.2927,0.3962,1.0005,-0.2381,0.4118,0.9982,0.0312
10.925,-0.293,0.3961,1.0006,-0.2381,0.4116,0.9981,0.0314
10.93,-0.2934,0.3961,1.0007,-0.2381,0.4117,0.9978,0.0316
10.935,-0.2937,0.3961,1.0008,-0.2384,0.4118,0.9979,0.0319
10.94,-0.2941,0.3961,1.0009,-0.2387,0.412,0.998,0.0321
10.945,-0.2944,0.3961,1.001,-0.2391,0.4121,0.998,0.0324
10.95,-0.2948,0.3961,1.0011,-0.2394,0.4121,0.9982,0.0326
10.955,-0.2951,0.396,1.0012,-0.2398,0.4121,0.9982,0.0328
10.96,-0.2955,0.396,1.0013,-0.2399,0.4123,0.9985,0.0331
10.965,-0.2958,0.396,1.0014,-0.2401,0.4122,0.9986,0.0333
10.97,-0.2962,0.396,1.0015,-0.2403,0.4123,0.9984,0.0336
10.975,-0.2965,0.396,1.0016,-0.2405,0.4123,0.9983,0.0338
10.98,-0.2969,0.396,1.0017,-0.2408,0.4123,0.9985,0.0341
10.985,-0.2972,0.3959,1.0018,-0.2411,0.4122,0.9988,0.0343
10.99,-0.2976,0.3959,1.002,-0.2412,0.4122,0.9989,0.0346
10.995,-0.2979,0.3959,1.0021,-0.2414,0.4121,0.9989,0.0348
11.0,-0.2982,0.3959,1.0022,-0.2416,0.4122,0.9991,0.0351
11.005,-0.2986,0.3958,1.0023,-0.2417,0.4123,0.9989,0.0353
11.01,-0.2989,0.3958,1.0024,-0.2418,0.4123,0.9991,0.0356
11.015,-0.2993,0.3958,1.0025,-0.2418,0.4122,0.9994,0.0358
11.02,-0.2996,0.3958,1.0026,-0.2421,0.4122,0.9994,0.0361
11.025,-0.2999,0.3957,1.0027,-0.2422,0.4121,0.9996,0.0363
11.03,-0.3003,0.3957,1.0028,-0.2424,0.4122,0.9999,0.0366
11.035,-0.3006,0.3957,1.0028,-0.2427,0.4122,1.0,0.0369
11.04,-0.301,0.3957,1.0029,-0.2429,0.4123,1.0002,0.0371
11.045,-0.3013,0.3956,1.003,-0.2432,0.4124,1.0003,0.0374
11.05,-0.3016,0.3956,1.0031,-0.2435,0.4123,1.0002,0.0376
11.055,-0.302,0.3956,1.0031,-0.2439,0.4122,1.0003,0.0379
11.06,-0.3023,0.3955,1.0032,-0.2442,0.4122,1.0005,0.0381
11.065,-0.3026,0.3955,1.0033,-0.2445,0.4121,1.0007,0.0384
11.07,-0.303,0.3955,1.0033,-0.2448,0.4121,1.0009,0.0386
11.075,-0.3033,0.3955,1.0034,-0.2451,0.4122,1.0012,0.0389
11.08,-0.3036,0.3954,1.0034,-0.2452,0.4122,1.0014,0.0392
11.085,-0.3039,0.3954,1.0034,-0.2454,0.4121,1.0015,0.0394
11.09,-0.3043,0.3954,1.0034,-0.2454,0.4121,1.0018,0.0397
11.095,-0.3046,0.3953,1.0035,-0.2454,0.4121,1.0018,0.0399
11.1,-0.3049,0.3953,1.0035,-0.2456,0.4121,1.0017,0.0402
11.105,-0.3052,0.3953,1.0035,-0.2458,0.4122,1.0017,0.0404
11.11,-0.3056,0.3952,1.0035,-0.246,0.4125,1.0017,0.0407
11.115,-0.3059,0.3952,1.0035,-0.2462,0.4127,1.0019,0.0409
11.12,-0.3062,0.3952,1.0035,-0.2464,0.4126,1.0022,0.0412
11.125,-0.3065,0.3951,1.0034,-0.2466,0.4127,1.0021,0.0414
11.13,-0.3068,0.3951,1.0034,-0.2469,0.4126,1.0021,0.0417
11.135,-0.3071,0.395,1.0034,-0.247,0.4126,1.002,0.042
11.14,-0.3075,0.395,1.0033,-0.2472,0.4125,1.002,0.0422
11.145,-0.3078,0.395,1.0033,-0.2475,0.4122,1.0021,0.0425
11.15,-0.3081,0.3949,1.0032,-0.2477,0.4123,1.0021,0.0427
11.155,-0.3084,0.3949,1.0032,-0.2478,0.4123,1.0022,0.043
11.16,-0.3087,0.3949,1.0031,-0.2481,0.4121,1.0023,0.0432
11.165,-0.309,0.3948,1.0031,-0.2482,0.4121,1.0023,0.0435
11.17,-0.3093,0.3948,1.003,-0.2483,0.412,1.0023,0.0437
11.175,-0.3096,0.3947,1.0029,-0.2484,0.4119,1.0023,0.0439
11.18,-0.3099,0.3947,1.0028,-0.2486,0.4118,1.0024,0.0442
11.185,-0.3102,0.3947,1.0028,-0.2487,0.4119,1.0026,0.0444
11.19,-0.3105,0.3946,1.0027,-0.249,0.4118,1.0026,0.0447
11.195,-0.3108,0.3946,1.0026,-0.2492,0.4118,1.0028,0.0449
11.2,-0.3111,0.3945,1.0025,-0.2493,0.4117,1.0026,0.0452
11.205,-0.3114,0.3945,1.0024,-0.2496,0.4116,1.0027,0.0454
11.21,-0.3117,0.3944,1.0023,-0.2498,0.4114,1.0027,0.0456
11.215,-0.312,0.3944,1.0022,-0.25,0.4114,1.0026,0.0459
11.22,-0.3122,0.3944,1.0021,-0.2503,0.4114,1.0025,0.0461
11.225,-0.3125,0.3943,1.002,-0.2507,0.4114,1.0025,0.0463
11.23,-0.3128,0.3943,1.0019,-0.2508,0.4114,1.0025,0.0466
11.235,-0.3131,0.3942,1.0018,-0.251,0.4115,1.0026,0.0468
11.24,-0.3134,0.3942,1.0017,-0.2513,0.4115,1.0029,0.047
11.245,-0.3136,0.3941,1.0016,-0.2514,0.4115,1.003,0.0473
11.25,-0.3139,0.3941,1.0015,-0.2514,0.4116,1.0029,0.0475
11.255,-0.3142,0.394,1.0014,-0.2516,0.4116,1.0029,0.0477
