t_s,z_true_m,z_ekf_m,z_setpoint_m,vz_m_s
3.05,0.9982,0.9997,1.0,0.0068
3.055,0.9981,1.0,1.0,0.0065
3.06,0.998,1.0,1.0,0.0055
3.065,0.9979,1.0,1.0,0.0042
3.07,0.9978,1.0,1.0,0.003
3.075,0.9977,0.9998,1.0,0.0016
3.08,0.9976,0.9999,1.0,0.0006
3.085,0.9974,0.9997,1.0,-0.0011
3.09,0.9973,0.9996,1.0,-0.0024
3.095,0.9972,0.9993,1.0,-0.0042
3.1,0.997,0.9995,1.0,-0.0048
3.105,0.9969,0.9992,1.0,-0.0066
3.11,0.9968,0.9989,1.0,-0.0082
3.115,0.9966,0.9989,1.0,-0.009
3.12,0.9965,0.9988,1.0,-0.0099
3.125,0.9963,0.9983,1.0,-0.0119
3.13,0.9962,0.9982,1.0,-0.0129
3.135,0.9961,0.9979,1.0,-0.0141
3.14,0.9959,0.998,1.0,-0.0143
3.145,0.9958,0.9979,1.0,-0.0151
3.15,0.9957,0.998,1.0,-0.015
3.155,0.9956,0.9981,1.0,-0.0148
3.16,0.9955,0.9981,1.0,-0.0152
3.165,0.9954,0.998,1.0,-0.0156
3.17,0.9953,0.9981,1.0,-0.0154
3.175,0.9952,0.998,1.0,-0.0158
3.18,0.9951,0.9977,1.0,-0.0166
3.185,0.995,0.9973,1.0,-0.0177
3.19,0.995,0.997,1.0,-0.018
3.195,0.9949,0.9969,1.0,-0.0179
3.2,0.9948,0.9968,1.0,-0.0177
3.205,0.9948,0.9966,1.0,-0.0177
3.21,0.9947,0.9966,1.0,-0.0172
3.215,0.9947,0.9962,1.0,-0.0178
3.22,0.9947,0.996,1.0,-0.0176
3.225,0.9947,0.996,1.0,-0.017
3.23,0.9947,0.996,1.0,-0.0162
3.235,0.9947,0.9959,1.0,-0.0157
3.24,0.9947,0.9957,1.0,-0.0154
3.245,0.9947,0.9956,1.0,-0.0146
3.25,0.9947,0.9955,1.0,-0.0142
3.255,0.9948,0.9954,1.0,-0.0134
3.26,0.9948,0.9952,1.0,-0.0131
3.265,0.9949,0.9952,1.0,-0.0124
3.27,0.995,0.9947,1.0,-0.0129
3.275,0.995,0.9946,1.0,-0.0123
3.28,0.9951,0.9945,1.0,-0.0115
3.285,0.9952,0.9947,1.0,-0.0098
3.29,0.9953,0.9946,1.0,-0.0092
3.295,0.9954,0.9945,1.0,-0.0084
3.3,0.9955,0.9943,1.0,-0.0078
3.305,0.9957,0.9942,1.0,-0.0071
3.31,0.9958,0.9939,1.0,-0.007
3.315,0.9959,0.9942,1.0,-0.0049
3.32,0.9961,0.994,1.0,-0.0044
3.325,0.9962,0.9938,1.0,-0.004
3.33,0.9964,0.9938,1.0,-0.0029
3.335,0.9966,0.9941,1.0,-0.0009
3.34,0.9967,0.9944,1.0,0.0008
3.345,0.9969,0.9946,1.0,0.0023
3.35,0.9971,0.9947,1.0,0.0037
3.355,0.9973,0.995,1.0,0.0057
3.36,0.9975,0.9952,1.0,0.0071
3.365,0.9977,0.9952,1.0,0.0081
3.37,0.9979,0.9954,1.0,0.0093
3.375,0.9981,0.9956,1.0,0.0107
3.38,0.9983,0.9957,1.0,0.0121
3.385,0.9985,0.9959,1.0,0.0131
3.39,0.9987,0.996,1.0,0.0141
3.395,0.9989,0.9961,1.0,0.0148
3.4,0.9991,0.9962,1.0,0.0157
3.405,0.9993,0.9963,1.0,0.0163
3.41,0.9994,0.9967,1.0,0.0178
3.415,0.9996,0.997,1.0,0.0189
3.42,0.9998,0.9968,1.0,0.0186
3.425,1.0,0.9972,1.0,0.0199
3.43,1.0002,0.9973,1.0,0.0205
3.435,1.0004,0.9975,1.0,0.0209
3.44,1.0005,0.9974,1.0,0.0205
3.445,1.0007,0.9975,1.0,0.021
3.45,1.0008,0.9978,1.0,0.0214
3.455,1.001,0.9979,1.0,0.0217
3.46,1.0011,0.9983,1.0,0.0225
3.465,1.0013,0.9984,1.0,0.0226
3.47,1.0014,0.9985,1.0,0.0222
3.475,1.0015,0.9989,1.0,0.0229
3.48,1.0016,0.9987,1.0,0.0217
3.485,1.0017,0.9988,1.0,0.0214
3.49,1.0018,0.9989,1.0,0.0209
3.495,1.0019,0.9991,1.0,0.0208
3.5,1.002,0.9993,1.0,0.0204
3.505,1.002,0.9995,1.0,0.0201
3.51,1.0021,0.9995,1.0,0.0192
3.515,1.0021,0.9996,1.0,0.0184
3.52,1.0022,1.0001,1.0,0.0188
3.525,1.0022,1.0001,1.0,0.0173
3.53,1.0022,1.0004,1.0,0.017
3.535,1.0022,1.0004,1.0,0.0159
3.54,1.0022,1.0005,1.0,0.0148
3.545,1.0022,1.0006,1.0,0.0139
3.55,1.0022,1.0009,1.0,0.0136
3.555,1.0022,1.001,1.0,0.0125
3.56,1.0022,1.0011,1.0,0.0116
3.565,1.0021,1.0012,1.0,0.0102
3.57,1.0021,1.0014,1.0,0.0095
3.575,1.002,1.0015,1.0,0.0084
3.58,1.002,1.0014,1.0,0.0068
3.585,1.0019,1.0016,1.0,0.0058
3.59,1.0018,1.0014,1.0,0.0039
3.595,1.0018,1.001,1.0,0.0012
3.6,1.0017,1.0011,1.0,0.0
3.605,1.0016,1.0013,1.0,-0.0004
3.61,1.0015,1.0011,1.0,-0.0023
3.615,1.0014,1.0014,1.0,-0.0027
3.62,1.0013,1.0013,1.0,-0.0041
3.625,1.0012,1.0015,1.0,-0.0045
3.63,1.0011,1.0015,1.0,-0.0056
3.635,1.001,1.0015,1.0,-0.0067
3.64,1.0009,1.0011,1.0,-0.0088
3.645,1.0008,1.0011,1.0,-0.0099
3.65,1.0007,1.001,1.0,-0.0109
3.655,1.0006,1.0012,1.0,-0.0111
3.66,1.0005,1.0011,1.0,-0.012
3.665,1.0004,1.0011,1.0,-0.0127
3.67,1.0003,1.0006,1.0,-0.0146
3.675,1.0002,1.0006,1.0,-0.0151
3.68,1.0001,1.0005,1.0,-0.0156
3.685,1.0,1.0005,1.0,-0.0159
3.69,0.9999,1.0003,1.0,-0.0165
3.695,0.9998,1.0004,1.0,-0.0164
3.7,0.9998,1.0003,1.0,-0.0169
3.705,0.9997,1.0002,1.0,-0.017
3.71,0.9996,1.0001,1.0,-0.0172
3.715,0.9996,0.9999,1.0,-0.0177
3.72,0.9995,0.9997,1.0,-0.0179
3.725,0.9994,0.9994,1.0,-0.0188
3.73,0.9994,0.9997,1.0,-0.0174
3.735,0.9994,0.9997,1.0,-0.0172
3.74,0.9993,0.9999,1.0,-0.0164
3.745,0.9993,0.9997,1.0,-0.0165
3.75,0.9993,0.9999,1.0,-0.0154
3.755,0.9993,0.9999,1.0,-0.0154
3.76,0.9993,0.9997,1.0,-0.0154
3.765,0.9993,0.9995,1.0,-0.0153
3.77,0.9993,0.9993,1.0,-0.0154
3.775,0.9993,0.9991,1.0,-0.0155
3.78,0.9993,0.9989,1.0,-0.0153
3.785,0.9994,0.999,1.0,-0.0142
3.79,0.9994,0.9991,1.0,-0.0129
3.795,0.9994,0.9987,1.0,-0.0136
3.8,0.9995,0.9984,1.0,-0.0136
3.805,0.9995,0.9984,1.0,-0.0128
3.81,0.9996,0.9982,1.0,-0.0124
3.815,0.9997,0.9983,1.0,-0.0111
3.82,0.9997,0.9982,1.0,-0.0105
3.825,0.9998,0.9985,1.0,-0.0085
3.83,0.9999,0.9986,1.0,-0.0075
3.835,1.0,0.9985,1.0,-0.0068
3.84,1.0001,0.9984,1.0,-0.006
3.845,1.0002,0.9988,1.0,-0.0041
3.85,1.0003,0.9987,1.0,-0.0034
3.855,1.0004,0.9985,1.0,-0.0031
3.86,1.0006,0.9985,1.0,-0.0022
3.865,1.0007,0.9985,1.0,-0.0014
3.87,1.0008,0.9982,1.0,-0.0016
3.875,1.0009,0.9981,1.0,-0.0012
3.88,1.0011,0.9983,1.0,0.0001
3.885,1.0012,0.9986,1.0,0.0014
3.89,1.0013,0.9985,1.0,0.0018
3.895,1.0015,0.9988,1.0,0.0031
3.9,1.0016,0.9992,1.0,0.005
3.905,1.0017,0.9993,1.0,0.0058
3.91,1.0019,0.9994,1.0,0.0066
3.915,1.002,0.9997,1.0,0.0079
3.92,1.0021,0.9995,1.0,0.0076
3.925,1.0023,0.9994,1.0,0.0074
3.93,1.0024,0.9996,1.0,0.0084
3.935,1.0025,0.9996,1.0,0.0086
3.94,1.0027,0.9995,1.0,0.0085
3.945,1.0028,0.9995,1.0,0.0087
3.95,1.0029,0.9999,1.0,0.0103
3.955,1.003,0.9998,1.0,0.0101
3.96,1.0031,1.0,1.0,0.0107
3.965,1.0033,1.0005,1.0,0.0122
3.97,1.0034,1.0006,1.0,0.0124
3.975,1.0035,1.0006,1.0,0.0123
3.98,1.0036,1.0008,1.0,0.0128
3.985,1.0037,1.0007,1.0,0.0123
3.99,1.0037,1.0011,1.0,0.0134
3.995,1.0038,1.0011,1.0,0.0132
4.0,1.0039,1.0011,1.0,0.0131
4.005,1.004,1.0015,1.0,0.0139
4.01,1.004,1.0015,1.0,0.0133
4.015,1.0041,1.0014,1.0,0.0128
4.02,1.0041,1.0015,1.0,0.0127
4.025,1.0042,1.0015,1.0,0.012
4.03,1.0042,1.0018,1.0,0.0121
4.035,1.0043,1.0019,1.0,0.0117
4.04,1.0043,1.0021,1.0,0.0116
4.045,1.0043,1.0022,1.0,0.0111
4.05,1.0043,1.0024,1.0,0.0108
4.055,1.0043,1.0024,1.0,0.0101
4.06,1.0043,1.0023,1.0,0.0089
4.065,1.0043,1.0024,1.0,0.0084
4.07,1.0043,1.0024,1.0,0.0073
4.075,1.0043,1.0027,1.0,0.0074
4.08,1.0042,1.0028,1.0,0.0065
4.085,1.0042,1.003,1.0,0.0063
4.09,1.0041,1.0032,1.0,0.0058
4.095,1.0041,1.0031,1.0,0.0047
4.1,1.004,1.0032,1.0,0.0039
4.105,1.004,1.0033,1.0,0.0032
4.11,1.0039,1.0035,1.0,0.0027
4.115,1.0039,1.0036,1.0,0.0023
4.12,1.0038,1.0037,1.0,0.0015
4.125,1.0037,1.0038,1.0,0.0008
4.13,1.0036,1.004,1.0,0.0002
4.135,1.0035,1.0039,1.0,-0.0011
4.14,1.0034,1.0039,1.0,-0.0023
4.145,1.0033,1.004,1.0,-0.0028
4.15,1.0032,1.0043,1.0,-0.0028
4.155,1.0031,1.0044,1.0,-0.0035
4.16,1.003,1.0046,1.0,-0.0039
4.165,1.0029,1.0043,1.0,-0.0058
4.17,1.0028,1.0041,1.0,-0.0076
4.175,1.0027,1.004,1.0,-0.0089
4.18,1.0026,1.0036,1.0,-0.0111
4.185,1.0025,1.0036,1.0,-0.012
4.19,1.0023,1.0034,1.0,-0.0134
4.195,1.0022,1.0032,1.0,-0.0149
4.2,1.0021,1.003,1.0,-0.0159
4.205,1.002,1.003,1.0,-0.0166
4.21,1.0018,1.003,1.0,-0.017
4.215,1.0017,1.0029,1.0,-0.0176
4.22,1.0016,1.0027,1.0,-0.0183
4.225,1.0015,1.0024,1.0,-0.0194
4.23,1.0014,1.0023,1.0,-0.0199
4.235,1.0013,1.0024,1.0,-0.0193
4.24,1.0012,1.0024,1.0,-0.0194
4.245,1.0011,1.0021,1.0,-0.0199
4.25,1.001,1.002,1.0,-0.0196
4.255,1.0009,1.0018,1.0,-0.0201
4.26,1.0008,1.0016,1.0,-0.0199
4.265,1.0008,1.0017,1.0,-0.0192
4.27,1.0007,1.0014,1.0,-0.0197
4.275,1.0006,1.0014,1.0,-0.0189
4.28,1.0006,1.0013,1.0,-0.0186
4.285,1.0005,1.0013,1.0,-0.0177
4.29,1.0005,1.0013,1.0,-0.0168
4.295,1.0005,1.0013,1.0,-0.0161
4.3,1.0004,1.0013,1.0,-0.015
4.305,1.0004,1.0012,1.0,-0.0144
4.31,1.0004,1.0013,1.0,-0.0131
4.315,1.0004,1.0012,1.0,-0.0124
4.32,1.0004,1.001,1.0,-0.0119
4.325,1.0004,1.0008,1.0,-0.0117
4.33,1.0004,1.0006,1.0,-0.011
4.335,1.0004,1.0004,1.0,-0.0107
4.34,1.0004,1.0002,1.0,-0.0101
4.345,1.0004,1.0004,1.0,-0.0086
4.35,1.0004,1.0002,1.0,-0.0082
4.355,1.0005,0.9999,1.0,-0.0081
4.36,1.0005,0.9999,1.0,-0.0073
4.365,1.0005,0.9999,1.0,-0.0065
4.37,1.0006,1.0,1.0,-0.0053
4.375,1.0006,1.0,1.0,-0.0045
4.38,1.0006,1.0,1.0,-0.0039
4.385,1.0007,1.0,1.0,-0.003
4.39,1.0007,1.0,1.0,-0.0027
4.395,1.0008,1.0001,1.0,-0.0017
4.4,1.0008,1.0001,1.0,-0.0011
4.405,1.0009,1.0002,1.0,-0.0003
4.41,1.001,1.0,1.0,-0.0004
4.415,1.001,1.0004,1.0,0.0014
4.42,1.0011,1.0002,1.0,0.0011
4.425,1.0011,1.0004,1.0,0.0022
4.43,1.0012,1.0004,1.0,0.0026
4.435,1.0012,1.0005,1.0,0.0034
4.44,1.0013,1.0006,1.0,0.0042
4.445,1.0014,1.001,1.0,0.0056
4.45,1.0014,1.001,1.0,0.006
4.455,1.0015,1.001,1.0,0.0064
4.46,1.0015,1.0012,1.0,0.0071
4.465,1.0016,1.0013,1.0,0.0074
4.47,1.0016,1.0015,1.0,0.0079
4.475,1.0017,1.0014,1.0,0.0072
4.48,1.0017,1.0015,1.0,0.0073
4.485,1.0017,1.0012,1.0,0.0063
4.49,1.0018,1.0011,1.0,0.0057
4.495,1.0018,1.0012,1.0,0.0056
4.5,1.0018,1.0015,1.0,0.0061
4.505,1.0019,1.0017,1.0,0.0064
4.51,1.0019,1.0016,1.0,0.0058
4.515,1.0019,1.0017,1.0,0.0057
4.52,1.0019,1.0019,1.0,0.006
4.525,1.0019,1.0018,1.0,0.0052
4.53,1.0019,1.002,1.0,0.0054
4.535,1.0019,1.002,1.0,0.0049
4.54,1.0019,1.0021,1.0,0.0046
4.545,1.0019,1.0022,1.0,0.0048
4.55,1.0019,1.0024,1.0,0.005
4.555,1.0018,1.0022,1.0,0.004
4.56,1.0018,1.0024,1.0,0.0044
4.565,1.0018,1.0024,1.0,0.0039
4.57,1.0017,1.0024,1.0,0.0035
4.575,1.0017,1.0022,1.0,0.0024
4.58,1.0017,1.002,1.0,0.0011
4.585,1.0016,1.0019,1.0,0.0002
4.59,1.0016,1.0019,1.0,-0.0003
4.595,1.0015,1.0016,1.0,-0.0018
4.6,1.0015,1.0015,1.0,-0.0024
4.605,1.0014,1.0013,1.0,-0.0036
4.61,1.0013,1.0014,1.0,-0.004
4.615,1.0013,1.0009,1.0,-0.006
4.62,1.0012,1.001,1.0,-0.0064
4.625,1.0011,1.001,1.0,-0.0071
4.63,1.0011,1.0011,1.0,-0.0072
4.635,1.001,1.001,1.0,-0.0081
4.64,1.0009,1.0008,1.0,-0.0091
4.645,1.0009,1.0009,1.0,-0.0092
4.65,1.0008,1.001,1.0,-0.0092
4.655,1.0007,1.0008,1.0,-0.01
4.66,1.0007,1.0009,1.0,-0.0098
4.665,1.0006,1.001,1.0,-0.0098
4.67,1.0006,1.0005,1.0,-0.0115
4.675,1.0005,1.0003,1.0,-0.0124
4.68,1.0004,1.0004,1.0,-0.0123
4.685,1.0004,1.0003,1.0,-0.0127
4.69,1.0003,1.0004,1.0,-0.0123
4.695,1.0003,1.0004,1.0,-0.0121
4.7,1.0003,1.0003,1.0,-0.0125
4.705,1.0002,1.0001,1.0,-0.0129
4.71,1.0002,1.0,1.0,-0.013
4.715,1.0002,0.9999,1.0,-0.0131
4.72,1.0001,1.0002,1.0,-0.0118
4.725,1.0001,1.0002,1.0,-0.0114
4.73,1.0001,1.0,1.0,-0.0115
4.735,1.0001,0.9999,1.0,-0.0114
4.74,1.0001,0.9997,1.0,-0.0112
4.745,1.0001,0.9997,1.0,-0.0106
4.75,1.0001,0.9998,1.0,-0.0097
4.755,1.0001,0.9997,1.0,-0.0092
4.76,1.0001,0.9996,1.0,-0.009
4.765,1.0001,0.9996,1.0,-0.0081
4.77,1.0001,0.9997,1.0,-0.0072
4.775,1.0001,0.9998,1.0,-0.0061
4.78,1.0002,0.9998,1.0,-0.0055
4.785,1.0002,0.9998,1.0,-0.0049
4.79,1.0002,0.9998,1.0,-0.0039
4.795,1.0003,0.9997,1.0,-0.0036
4.8,1.0003,0.9995,1.0,-0.0035
4.805,1.0003,0.9994,1.0,-0.0032
4.81,1.0004,0.9996,1.0,-0.002
4.815,1.0004,0.9996,1.0,-0.0013
4.82,1.0005,0.9993,1.0,-0.0017
4.825,1.0005,0.9994,1.0,-0.0009
4.83,1.0005,0.9993,1.0,-0.0006
4.835,1.0006,0.9993,1.0,-0.0002
4.84,1.0006,0.9996,1.0,0.001
4.845,1.0007,0.9997,1.0,0.0016
4.85,1.0007,0.9996,1.0,0.0015
4.855,1.0008,0.9994,1.0,0.0012
4.86,1.0008,0.9996,1.0,0.002
4.865,1.0009,0.9994,1.0,0.0017
4.87,1.0009,0.9995,1.0,0.0024
4.875,1.001,0.9995,1.0,0.0026
4.88,1.001,0.9995,1.0,0.0029
4.885,1.0011,0.9995,1.0,0.0033
4.89,1.0011,0.9995,1.0,0.0035
4.895,1.0012,0.9995,1.0,0.0039
4.9,1.0012,0.9994,1.0,0.0041
4.905,1.0013,0.9995,1.0,0.0046
4.91,1.0013,0.9997,1.0,0.0057
4.915,1.0013,0.9996,1.0,0.0056
4.92,1.0014,0.9998,1.0,0.0063
4.925,1.0014,0.9997,1.0,0.0061
4.93,1.0015,0.9997,1.0,0.0062
4.935,1.0015,0.9999,1.0,0.007
4.94,1.0015,1.0,1.0,0.0073
4.945,1.0015,1.0002,1.0,0.0079
4.95,1.0016,1.0002,1.0,0.0078
4.955,1.0016,1.0005,1.0,0.0089
4.96,1.0016,1.0007,1.0,0.0092
4.965,1.0016,1.0009,1.0,0.0097
4.97,1.0016,1.001,1.0,0.0099
4.975,1.0016,1.001,1.0,0.0098
4.98,1.0016,1.0012,1.0,0.0102
4.985,1.0016,1.0012,1.0,0.0099
4.99,1.0016,1.0012,1.0,0.0097
4.995,1.0016,1.0015,1.0,0.0101
5.0,1.0016,1.0014,1.3,0.0093
5.005,1.0015,1.0014,1.3,0.0091
5.01,1.0015,1.0012,1.3,0.0082
5.015,1.0015,1.0011,1.3,0.0082
5.02,1.0016,1.0012,1.3,0.0093
5.025,1.0016,1.0013,1.3,0.0108
5.03,1.0018,1.0013,1.3,0.0127
5.035,1.002,1.0015,1.3,0.0155
5.04,1.0022,1.0015,1.3,0.0183
5.045,1.0025,1.0017,1.3,0.0221
5.05,1.0029,1.0018,1.3,0.0259
5.055,1.0033,1.0022,1.3,0.0312
5.06,1.0039,1.0022,1.3,0.0359
5.065,1.0045,1.0027,1.3,0.0424
5.07,1.0051,1.0028,1.3,0.0482
5.075,1.0059,1.0033,1.3,0.0556
5.08,1.0067,1.0036,1.3,0.0623
5.085,1.0076,1.0041,1.3,0.0699
5.09,1.0086,1.0047,1.3,0.0783
5.095,1.0096,1.0051,1.3,0.086
5.1,1.0107,1.006,1.3,0.0954
5.105,1.0118,1.0067,1.3,0.1043
5.11,1.013,1.0077,1.3,0.1142
5.115,1.0143,1.0086,1.3,0.1235
5.12,1.0156,1.0091,1.3,0.1319
5.125,1.017,1.0102,1.3,0.142
5.13,1.0184,1.0111,1.3,0.151
5.135,1.0199,1.0121,1.3,0.1602
5.14,1.0214,1.0132,1.3,0.1696
5.145,1.0229,1.0145,1.3,0.1793
5.15,1.0245,1.0158,1.3,0.1885
5.155,1.0261,1.0171,1.3,0.1976
5.16,1.0277,1.0182,1.3,0.2055
5.165,1.0293,1.0196,1.3,0.214
5.17,1.0309,1.0209,1.3,0.2218
5.175,1.0326,1.0227,1.3,0.2307
5.18,1.0342,1.0242,1.3,0.2385
5.185,1.0359,1.0257,1.3,0.2456
5.19,1.0375,1.0277,1.3,0.2537
5.195,1.0392,1.0294,1.3,0.2605
5.2,1.0408,1.031,1.3,0.2664
5.205,1.0424,1.0329,1.3,0.2729
5.21,1.044,1.0347,1.3,0.2785
5.215,1.0456,1.0365,1.3,0.2834
5.22,1.0472,1.0384,1.3,0.2884
5.225,1.0487,1.0403,1.3,0.2927
5.23,1.0503,1.042,1.3,0.2959
5.235,1.0517,1.0438,1.3,0.299
5.24,1.0532,1.0454,1.3,0.301
5.245,1.0546,1.0472,1.3,0.303
5.25,1.056,1.0489,1.3,0.3043
5.255,1.0573,1.0504,1.3,0.3047
5.26,1.0586,1.0524,1.3,0.3059
5.265,1.0599,1.0541,1.3,0.3061
5.27,1.0611,1.0558,1.3,0.3059
5.275,1.0623,1.0574,1.3,0.3051
5.28,1.0634,1.0587,1.3,0.3032
5.285,1.0645,1.0603,1.3,0.3019
5.29,1.0655,1.062,1.3,0.3003
5.295,1.0665,1.0633,1.3,0.2977
5.3,1.0675,1.0647,1.3,0.2949
5.305,1.0684,1.0665,1.3,0.2928
5.31,1.0693,1.0677,1.3,0.289
5.315,1.0701,1.0695,1.3,0.2866
5.32,1.0709,1.0708,1.3,0.2825
5.325,1.0716,1.0721,1.3,0.2783
5.33,1.0723,1.0737,1.3,0.2748
5.335,1.0729,1.075,1.3,0.2704
5.34,1.0735,1.0761,1.3,0.2651
5.345,1.0741,1.0771,1.3,0.2594
5.35,1.0747,1.0781,1.3,0.2537
5.355,1.0752,1.0794,1.3,0.2488
5.36,1.0756,1.0803,1.3,0.243
5.365,1.0761,1.0811,1.3,0.2363
5.37,1.0765,1.0819,1.3,0.2302
5.375,1.0769,1.0828,1.3,0.2245
5.38,1.0772,1.0839,1.3,0.2191
5.385,1.0776,1.0845,1.3,0.2127
5.39,1.0779,1.0853,1.3,0.2069
5.395,1.0782,1.0862,1.3,0.2017
5.4,1.0784,1.0871,1.3,0.1964
5.405,1.0787,1.0876,1.3,0.1904
5.41,1.079,1.0884,1.3,0.1855
5.415,1.0792,1.0892,1.3,0.1806
5.42,1.0794,1.0896,1.3,0.1748
5.425,1.0797,1.09,1.3,0.1693
5.43,1.0799,1.0905,1.3,0.1643
5.435,1.0801,1.0908,1.3,0.1592
5.44,1.0804,1.0914,1.3,0.155
5.445,1.0806,1.0919,1.3,0.151
5.45,1.0808,1.0923,1.3,0.147
5.455,1.0811,1.0927,1.3,0.1433
5.46,1.0814,1.0931,1.3,0.1401
5.465,1.0817,1.093,1.3,0.1358
5.47,1.082,1.0932,1.3,0.1328
5.475,1.0823,1.0934,1.3,0.1298
5.48,1.0826,1.0939,1.3,0.1281
5.485,1.083,1.0943,1.3,0.1267
5.49,1.0834,1.0947,1.3,0.1252
5.495,1.0838,1.0946,1.3,0.1226
5.5,1.0842,1.0948,1.3,0.1212
5.505,1.0847,1.0951,1.3,0.1203
5.51,1.0851,1.0953,1.3,0.1197
5.515,1.0857,1.0956,1.3,0.1194
5.52,1.0862,1.0959,1.3,0.1194
5.525,1.0868,1.0958,1.3,0.1185
5.53,1.0874,1.0962,1.3,0.1195
5.535,1.088,1.0965,1.3,0.1204
5.54,1.0887,1.097,1.3,0.122
5.545,1.0894,1.0975,1.3,0.124
5.55,1.0902,1.0979,1.3,0.1257
5.555,1.091,1.098,1.3,0.1269
5.56,1.0918,1.0984,1.3,0.1291
5.565,1.0926,1.0986,1.3,0.1306
5.57,1.0935,1.099,1.3,0.1331
5.575,1.0944,1.0996,1.3,0.1365
5.58,1.0953,1.1003,1.3,0.1399
5.585,1.0963,1.1006,1.3,0.1424
5.59,1.0973,1.101,1.3,0.1451
5.595,1.0983,1.1016,1.3,0.1485
5.6,1.0994,1.1023,1.3,0.1523
5.605,1.1005,1.1031,1.3,0.1562
5.61,1.1016,1.1039,1.3,0.1601
5.615,1.1027,1.1047,1.3,0.164
5.62,1.1038,1.1055,1.3,0.1677
5.625,1.105,1.1067,1.3,0.1726
5.63,1.1062,1.1077,1.3,0.177
5.635,1.1074,1.1084,1.3,0.1801
5.64,1.1086,1.1089,1.3,0.1827
5.645,1.1099,1.1098,1.3,0.1861
5.65,1.1111,1.111,1.3,0.1905
5.655,1.1124,1.112,1.3,0.1943
5.66,1.1136,1.1131,1.3,0.1982
5.665,1.1149,1.1139,1.3,0.2006
5.67,1.1162,1.115,1.3,0.2042
5.675,1.1175,1.1163,1.3,0.2081
5.68,1.1188,1.1172,1.3,0.2106
5.685,1.1201,1.1183,1.3,0.2135
5.69,1.1214,1.1193,1.3,0.2159
5.695,1.1227,1.1203,1.3,0.218
5.7,1.1239,1.1214,1.3,0.2203
5.705,1.1252,1.1225,1.3,0.2224
5.71,1.1265,1.1241,1.3,0.2258
5.715,1.1278,1.1253,1.3,0.2276
5.72,1.129,1.1266,1.3,0.2299
5.725,1.1303,1.1278,1.3,0.2312
5.73,1.1315,1.1291,1.3,0.2326
5.735,1.1328,1.1304,1.3,0.234
5.74,1.134,1.1318,1.3,0.2353
5.745,1.1352,1.1329,1.3,0.2353
5.75,1.1364,1.1341,1.3,0.2358
5.755,1.1376,1.1353,1.3,0.2359
5.76,1.1387,1.1365,1.3,0.2358
5.765,1.1399,1.1377,1.3,0.2356
5.77,1.141,1.1389,1.3,0.2351
5.775,1.1421,1.1401,1.3,0.2346
5.78,1.1432,1.1417,1.3,0.2352
5.785,1.1443,1.1427,1.3,0.2339
5.79,1.1453,1.1436,1.3,0.232
5.795,1.1464,1.1449,1.3,0.2312
5.8,1.1474,1.1462,1.3,0.2305
5.805,1.1484,1.1475,1.3,0.2296
5.81,1.1494,1.1489,1.3,0.2289
5.815,1.1504,1.1503,1.3,0.2282
5.82,1.1514,1.1514,1.3,0.2268
5.825,1.1523,1.1524,1.3,0.2248
5.83,1.1533,1.1536,1.3,0.2233
5.835,1.1542,1.1545,1.3,0.2207
5.84,1.1551,1.1554,1.3,0.2186
5.845,1.156,1.1563,1.3,0.2161
5.85,1.1569,1.1573,1.3,0.2138
5.855,1.1577,1.1584,1.3,0.2122
5.86,1.1586,1.1595,1.3,0.2103
5.865,1.1594,1.1606,1.3,0.2087
5.87,1.1603,1.1617,1.3,0.2069
5.875,1.1611,1.1625,1.3,0.2044
5.88,1.1619,1.1634,1.3,0.2021
5.885,1.1627,1.1642,1.3,0.1997
5.89,1.1635,1.1651,1.3,0.1978
5.895,1.1643,1.1659,1.3,0.1954
5.9,1.1651,1.1667,1.3,0.1933
5.905,1.1659,1.1675,1.3,0.1908
5.91,1.1666,1.1685,1.3,0.1895
5.915,1.1674,1.1692,1.3,0.1874
5.92,1.1682,1.1704,1.3,0.1867
5.925,1.169,1.1715,1.3,0.1859
5.93,1.1698,1.1725,1.3,0.185
5.935,1.1705,1.1732,1.3,0.1832
5.94,1.1713,1.1739,1.3,0.1814
5.945,1.1721,1.1746,1.3,0.1796
5.95,1.1729,1.1756,1.3,0.1792
5.955,1.1737,1.1764,1.3,0.1779
5.96,1.1745,1.1773,1.3,0.1773
5.965,1.1752,1.1779,1.3,0.176
5.97,1.176,1.1786,1.3,0.1751
5.975,1.1769,1.1796,1.3,0.1752
5.98,1.1777,1.1804,1.3,0.1747
5.985,1.1785,1.1809,1.3,0.1736
5.99,1.1793,1.1818,1.3,0.1735
5.995,1.1801,1.1825,1.3,0.1728
6.0,1.181,1.1835,1.3,0.1732
6.005,1.1818,1.1844,1.3,0.1731
6.01,1.1827,1.1849,1.3,0.1722
6.015,1.1835,1.1856,1.3,0.1719
6.02,1.1844,1.1862,1.3,0.171
6.025,1.1853,1.187,1.3,0.1708
6.03,1.1861,1.1878,1.3,0.1708
6.035,1.187,1.1888,1.3,0.1715
6.04,1.1879,1.1897,1.3,0.1718
6.045,1.1888,1.1903,1.3,0.1714
6.05,1.1897,1.1911,1.3,0.1713
6.055,1.1906,1.1918,1.3,0.1711
6.06,1.1915,1.1927,1.3,0.1715
6.065,1.1924,1.1937,1.3,0.1723
6.07,1.1933,1.1947,1.3,0.1729
