t_s,z_true_m,z_ekf_m,z_setpoint_m,vz_m_s
20.19,1.6059,1.6062,1.6,-0.0073
20.195,1.6059,1.6061,1.6,-0.0071
20.2,1.6059,1.6061,1.6,-0.0067
20.205,1.606,1.6058,1.6,-0.0072
20.21,1.606,1.6057,1.6,-0.0072
20.215,1.606,1.6056,1.6,-0.0073
20.22,1.6061,1.6058,1.6,-0.0066
20.225,1.6061,1.6056,1.6,-0.0067
20.23,1.6061,1.6053,1.6,-0.0074
20.235,1.6062,1.6054,1.6,-0.0068
20.24,1.6062,1.6053,1.6,-0.0069
20.245,1.6063,1.6056,1.6,-0.0058
20.25,1.6063,1.6056,1.6,-0.0053
20.255,1.6064,1.6054,1.6,-0.0057
20.26,1.6064,1.6054,1.6,-0.0053
20.265,1.6065,1.6052,1.6,-0.0056
20.27,1.6065,1.605,1.6,-0.0055
20.275,1.6066,1.6051,1.6,-0.0047
20.28,1.6067,1.6051,1.6,-0.0042
20.285,1.6067,1.605,1.6,-0.0037
20.29,1.6068,1.6049,1.6,-0.0036
20.295,1.6069,1.6049,1.6,-0.003
20.3,1.6069,1.605,1.6,-0.0019
20.305,1.607,1.605,1.6,-0.0015
20.31,1.6071,1.6048,1.6,-0.0016
20.315,1.6072,1.6049,1.6,-0.0006
20.32,1.6072,1.6052,1.6,0.0008
20.325,1.6073,1.6051,1.6,0.0008
20.33,1.6074,1.6048,1.6,-0.0
20.335,1.6075,1.6048,1.6,0.0004
20.34,1.6076,1.6049,1.6,0.0009
20.345,1.6076,1.605,1.6,0.0016
20.35,1.6077,1.6052,1.6,0.0024
20.355,1.6078,1.6051,1.6,0.0025
20.36,1.6079,1.6051,1.6,0.0026
20.365,1.6079,1.6051,1.6,0.0029
20.37,1.608,1.6054,1.6,0.0039
20.375,1.6081,1.6058,1.6,0.0052
20.38,1.6082,1.6058,1.6,0.0053
20.385,1.6082,1.606,1.6,0.0058
20.39,1.6083,1.6059,1.6,0.0057
20.395,1.6084,1.606,1.6,0.0058
20.4,1.6084,1.6061,1.6,0.0059
20.405,1.6085,1.6062,1.6,0.0063
20.41,1.6086,1.6061,1.6,0.0059
20.415,1.6086,1.6059,1.6,0.0053
20.42,1.6087,1.6058,1.6,0.0049
20.425,1.6087,1.6059,1.6,0.0048
20.43,1.6088,1.6062,1.6,0.0056
20.435,1.6088,1.6064,1.6,0.0062
20.44,1.6088,1.6064,1.6,0.0058
20.445,1.6089,1.6066,1.6,0.0061
20.45,1.6089,1.6067,1.6,0.0059
20.455,1.6089,1.6066,1.6,0.0052
20.46,1.609,1.6067,1.6,0.0049
20.465,1.609,1.6069,1.6,0.0052
20.47,1.609,1.6068,1.6,0.0043
20.475,1.609,1.607,1.6,0.0044
20.48,1.609,1.6069,1.6,0.0036
20.485,1.609,1.6071,1.6,0.0035
20.49,1.6091,1.6072,1.6,0.0033
20.495,1.6091,1.6072,1.6,0.0027
20.5,1.609,1.6073,1.6,0.0022
20.505,1.609,1.6074,1.6,0.0018
20.51,1.609,1.6072,1.6,0.0003
20.515,1.609,1.6075,1.6,0.0005
20.52,1.609,1.6075,1.6,-0.0002
20.525,1.609,1.6077,1.6,-0.0004
20.53,1.609,1.6077,1.6,-0.0008
20.535,1.6089,1.6075,1.6,-0.0022
20.54,1.6089,1.6074,1.6,-0.0031
20.545,1.6089,1.6075,1.6,-0.0034
20.55,1.6089,1.6073,1.6,-0.0046
20.555,1.6088,1.6075,1.6,-0.0045
20.56,1.6088,1.6074,1.6,-0.0054
20.565,1.6088,1.607,1.6,-0.0069
20.57,1.6087,1.607,1.6,-0.0071
20.575,1.6087,1.6072,1.6,-0.0069
20.58,1.6086,1.6073,1.6,-0.0067
20.585,1.6086,1.6072,1.6,-0.0072
20.59,1.6086,1.6072,1.6,-0.0073
20.595,1.6085,1.6074,1.6,-0.0069
20.6,1.6085,1.6071,1.6,-0.008
20.605,1.6085,1.6071,1.6,-0.008
20.61,1.6084,1.6071,1.6,-0.0079
20.615,1.6084,1.6073,1.6,-0.0077
20.62,1.6084,1.607,1.6,-0.0086
20.625,1.6083,1.607,1.6,-0.0087
20.63,1.6083,1.6069,1.6,-0.0089
20.635,1.6083,1.6072,1.6,-0.0081
20.64,1.6082,1.6072,1.6,-0.008
20.645,1.6082,1.6072,1.6,-0.0079
20.65,1.6082,1.6072,1.6,-0.0078
20.655,1.6082,1.6072,1.6,-0.008
20.66,1.6081,1.6071,1.6,-0.0081
20.665,1.6081,1.6069,1.6,-0.0086
20.67,1.6081,1.6065,1.6,-0.0096
20.675,1.6081,1.6065,1.6,-0.0094
20.68,1.608,1.6067,1.6,-0.0087
20.685,1.608,1.6066,1.6,-0.0086
20.69,1.608,1.6069,1.6,-0.0074
20.695,1.608,1.6068,1.6,-0.0078
20.7,1.608,1.6068,1.6,-0.0074
20.705,1.608,1.6068,1.6,-0.0071
20.71,1.608,1.6064,1.6,-0.0082
20.715,1.608,1.6065,1.6,-0.0073
20.72,1.608,1.6066,1.6,-0.0067
20.725,1.608,1.6068,1.6,-0.0058
20.73,1.608,1.6067,1.6,-0.0058
20.735,1.608,1.6066,1.6,-0.0061
20.74,1.608,1.6065,1.6,-0.0061
20.745,1.608,1.6065,1.6,-0.006
20.75,1.608,1.6065,1.6,-0.0057
20.755,1.608,1.6067,1.6,-0.0051
20.76,1.608,1.6068,1.6,-0.0046
20.765,1.608,1.6069,1.6,-0.004
20.77,1.608,1.607,1.6,-0.0035
20.775,1.608,1.6072,1.6,-0.0028
20.78,1.6081,1.6071,1.6,-0.0029
20.785,1.6081,1.6073,1.6,-0.0022
20.79,1.6081,1.6073,1.6,-0.002
20.795,1.6081,1.6073,1.6,-0.0019
20.8,1.6081,1.6072,1.6,-0.0022
20.805,1.6081,1.607,1.6,-0.0025
20.81,1.6081,1.607,1.6,-0.0023
20.815,1.6081,1.6071,1.6,-0.0021
20.82,1.6081,1.6071,1.6,-0.0019
20.825,1.6081,1.607,1.6,-0.0019
20.83,1.6081,1.6071,1.6,-0.0017
20.835,1.6081,1.6072,1.6,-0.0014
20.84,1.6081,1.6072,1.6,-0.0015
20.845,1.6081,1.607,1.6,-0.0021
20.85,1.6081,1.6072,1.6,-0.0018
20.855,1.6081,1.6072,1.6,-0.0022
20.86,1.6081,1.6072,1.6,-0.0023
20.865,1.6081,1.607,1.6,-0.0033
20.87,1.6081,1.607,1.6,-0.0034
20.875,1.6081,1.607,1.6,-0.0039
20.88,1.6081,1.607,1.6,-0.004
20.885,1.608,1.6072,1.6,-0.0034
20.89,1.608,1.6073,1.6,-0.0033
20.895,1.608,1.607,1.6,-0.0043
20.9,1.608,1.6067,1.6,-0.0053
20.905,1.608,1.6067,1.6,-0.0055
20.91,1.6079,1.6062,1.6,-0.0072
20.915,1.6079,1.6064,1.6,-0.0065
20.92,1.6079,1.6065,1.6,-0.0065
20.925,1.6079,1.6065,1.6,-0.0066
20.93,1.6078,1.6062,1.6,-0.0078
20.935,1.6078,1.6062,1.6,-0.0078
20.94,1.6078,1.6061,1.6,-0.0081
20.945,1.6078,1.6062,1.6,-0.0081
20.95,1.6077,1.606,1.6,-0.0088
20.955,1.6077,1.6064,1.6,-0.0077
20.96,1.6077,1.6067,1.6,-0.0068
20.965,1.6077,1.6069,1.6,-0.0065
20.97,1.6077,1.6068,1.6,-0.0068
20.975,1.6076,1.6071,1.6,-0.0061
20.98,1.6076,1.6069,1.6,-0.0066
20.985,1.6076,1.6069,1.6,-0.0065
20.99,1.6076,1.607,1.6,-0.0063
20.995,1.6076,1.6069,1.6,-0.0066
21.0,1.6075,1.6069,1.6,-0.0067
21.005,1.6075,1.6069,1.6,-0.0069
21.01,1.6075,1.6068,1.6,-0.0071
21.015,1.6075,1.6066,1.6,-0.0078
21.02,1.6075,1.6062,1.6,-0.0091
21.025,1.6075,1.6064,1.6,-0.0086
21.03,1.6075,1.6064,1.6,-0.0088
21.035,1.6074,1.6063,1.6,-0.0091
21.04,1.6074,1.6063,1.6,-0.009
21.045,1.6074,1.6061,1.6,-0.0098
21.05,1.6074,1.6062,1.6,-0.0094
21.055,1.6074,1.6063,1.6,-0.0093
21.06,1.6074,1.6064,1.6,-0.0089
21.065,1.6074,1.6063,1.6,-0.0092
21.07,1.6074,1.6063,1.6,-0.0091
21.075,1.6074,1.6063,1.6,-0.0088
21.08,1.6074,1.6065,1.6,-0.0082
21.085,1.6074,1.6063,1.6,-0.0087
21.09,1.6074,1.6062,1.6,-0.0091
21.095,1.6074,1.6063,1.6,-0.0087
21.1,1.6074,1.6062,1.6,-0.0089
21.105,1.6074,1.6062,1.6,-0.0085
21.11,1.6074,1.6064,1.6,-0.008
21.115,1.6074,1.6064,1.6,-0.0078
21.12,1.6074,1.6067,1.6,-0.0069
21.125,1.6074,1.6066,1.6,-0.0072
21.13,1.6074,1.6067,1.6,-0.0069
21.135,1.6075,1.6067,1.6,-0.0069
21.14,1.6075,1.6066,1.6,-0.0074
21.145,1.6075,1.6068,1.6,-0.0068
21.15,1.6075,1.6067,1.6,-0.007
21.155,1.6075,1.6066,1.6,-0.0075
21.16,1.6075,1.6064,1.6,-0.008
21.165,1.6075,1.6064,1.6,-0.0082
21.17,1.6076,1.6062,1.6,-0.0086
21.175,1.6076,1.6063,1.6,-0.0083
21.18,1.6076,1.6062,1.6,-0.0081
21.185,1.6076,1.6067,1.6,-0.0064
21.19,1.6076,1.6068,1.6,-0.0058
21.195,1.6077,1.6068,1.6,-0.0055
21.2,1.6077,1.6071,1.6,-0.0042
21.205,1.6077,1.607,1.6,-0.0045
21.21,1.6077,1.6071,1.6,-0.0042
21.215,1.6078,1.6072,1.6,-0.0034
21.22,1.6078,1.6073,1.6,-0.0028
21.225,1.6078,1.6075,1.6,-0.0022
21.23,1.6078,1.6078,1.6,-0.001
21.235,1.6079,1.6079,1.6,-0.0007
21.24,1.6079,1.6081,1.6,-0.0001
21.245,1.6079,1.6084,1.6,0.0008
21.25,1.6079,1.6084,1.6,0.0007
21.255,1.6079,1.6083,1.6,0.0003
21.26,1.6079,1.6086,1.6,0.0013
21.265,1.6079,1.6085,1.6,0.0009
21.27,1.608,1.6084,1.6,0.0004
21.275,1.608,1.6085,1.6,0.0006
21.28,1.608,1.6087,1.6,0.001
21.285,1.6079,1.6089,1.6,0.0014
21.29,1.6079,1.6091,1.6,0.0018
21.295,1.6079,1.6091,1.6,0.0016
21.3,1.6079,1.6094,1.6,0.0024
21.305,1.6079,1.6093,1.6,0.0018
21.31,1.6078,1.6091,1.6,0.0009
21.315,1.6078,1.6093,1.6,0.001
21.32,1.6078,1.609,1.6,-0.0001
21.325,1.6077,1.6088,1.6,-0.0015
21.33,1.6077,1.609,1.6,-0.0013
21.335,1.6076,1.6088,1.6,-0.0022
21.34,1.6076,1.6091,1.6,-0.0018
21.345,1.6075,1.6091,1.6,-0.0022
21.35,1.6075,1.6093,1.6,-0.0019
21.355,1.6074,1.6094,1.6,-0.0023
21.36,1.6073,1.6094,1.6,-0.0027
21.365,1.6072,1.6093,1.6,-0.0035
21.37,1.6072,1.6092,1.6,-0.0043
21.375,1.6071,1.609,1.6,-0.0053
21.38,1.607,1.6089,1.6,-0.0061
21.385,1.6069,1.609,1.6,-0.0064
21.39,1.6068,1.609,1.6,-0.0067
21.395,1.6067,1.609,1.6,-0.0071
21.4,1.6066,1.609,1.6,-0.0078
21.405,1.6065,1.6089,1.6,-0.0084
21.41,1.6064,1.6088,1.6,-0.0092
21.415,1.6063,1.6089,1.6,-0.0091
21.42,1.6062,1.6087,1.6,-0.01
21.425,1.6061,1.6087,1.6,-0.0105
21.43,1.606,1.6085,1.6,-0.0111
21.435,1.6058,1.6083,1.6,-0.012
21.44,1.6057,1.608,1.6,-0.013
21.445,1.6056,1.608,1.6,-0.013
21.45,1.6055,1.608,1.6,-0.013
21.455,1.6054,1.6078,1.6,-0.0136
21.46,1.6053,1.6074,1.6,-0.0149
21.465,1.6052,1.6072,1.6,-0.0154
21.47,1.6051,1.6071,1.6,-0.0157
21.475,1.605,1.6069,1.6,-0.016
21.48,1.6049,1.6068,1.6,-0.0164
21.485,1.6048,1.6068,1.6,-0.0162
21.49,1.6047,1.6068,1.6,-0.0161
21.495,1.6046,1.6068,1.6,-0.016
21.5,1.6045,1.6066,1.6,-0.0163
21.505,1.6044,1.6067,1.6,-0.0157
21.51,1.6043,1.6062,1.6,-0.0169
21.515,1.6042,1.6057,1.6,-0.0182
21.52,1.6042,1.6054,1.6,-0.0188
21.525,1.6041,1.6051,1.6,-0.019
21.53,1.604,1.6048,1.6,-0.0195
21.535,1.604,1.6046,1.6,-0.0195
21.54,1.6039,1.6047,1.6,-0.0188
21.545,1.6038,1.6042,1.6,-0.0196
21.55,1.6038,1.6044,1.6,-0.0186
21.555,1.6038,1.604,1.6,-0.0189
21.56,1.6037,1.6038,1.6,-0.0192
21.565,1.6037,1.6036,1.6,-0.019
21.57,1.6037,1.6037,1.6,-0.0178
21.575,1.6036,1.6033,1.6,-0.0182
21.58,1.6036,1.6031,1.6,-0.0178
21.585,1.6036,1.603,1.6,-0.0171
21.59,1.6036,1.6029,1.6,-0.0166
21.595,1.6036,1.6027,1.6,-0.0165
21.6,1.6036,1.6026,1.6,-0.0159
21.605,1.6037,1.6027,1.6,-0.0145
21.61,1.6037,1.6026,1.6,-0.014
21.615,1.6037,1.6025,1.6,-0.0135
21.62,1.6038,1.6026,1.6,-0.0124
21.625,1.6038,1.6023,1.6,-0.0125
21.63,1.6039,1.6024,1.6,-0.011
21.635,1.6039,1.6026,1.6,-0.0094
21.64,1.604,1.6026,1.6,-0.0082
21.645,1.6041,1.6025,1.6,-0.0076
21.65,1.6041,1.6029,1.6,-0.0052
21.655,1.6042,1.6031,1.6,-0.0036
21.66,1.6043,1.6035,1.6,-0.0014
21.665,1.6044,1.6031,1.6,-0.0014
21.67,1.6045,1.6032,1.6,-0.0003
21.675,1.6046,1.6032,1.6,0.0005
21.68,1.6047,1.603,1.6,0.0009
21.685,1.6048,1.6033,1.6,0.0025
21.69,1.6049,1.6035,1.6,0.0036
21.695,1.605,1.6034,1.6,0.0039
21.7,1.6051,1.6033,1.6,0.0043
21.705,1.6051,1.6033,1.6,0.0051
21.71,1.6052,1.6033,1.6,0.0056
21.715,1.6053,1.6035,1.6,0.0064
21.72,1.6054,1.6035,1.6,0.0069
21.725,1.6055,1.6037,1.6,0.0079
21.73,1.6056,1.604,1.6,0.009
21.735,1.6057,1.604,1.6,0.0091
21.74,1.6058,1.604,1.6,0.0094
21.745,1.6058,1.6042,1.6,0.01
21.75,1.6059,1.6043,1.6,0.0101
21.755,1.606,1.6042,1.6,0.01
21.76,1.606,1.6043,1.6,0.01
21.765,1.6061,1.6042,1.6,0.01
21.77,1.6062,1.6044,1.6,0.0105
21.775,1.6062,1.6046,1.6,0.0109
21.78,1.6062,1.6049,1.6,0.0117
21.785,1.6063,1.6051,1.6,0.0123
21.79,1.6063,1.6053,1.6,0.0128
21.795,1.6063,1.6051,1.6,0.0119
21.8,1.6064,1.6052,1.6,0.0118
21.805,1.6064,1.6051,1.6,0.0111
21.81,1.6064,1.6051,1.6,0.0107
21.815,1.6064,1.6053,1.6,0.0107
21.82,1.6064,1.6051,1.6,0.0096
21.825,1.6064,1.6053,1.6,0.0097
21.83,1.6063,1.6053,1.6,0.0092
21.835,1.6063,1.6053,1.6,0.0087
21.84,1.6063,1.6056,1.6,0.0089
21.845,1.6062,1.606,1.6,0.0094
21.85,1.6062,1.606,1.6,0.0087
21.855,1.6061,1.6059,1.6,0.0076
21.86,1.6061,1.6056,1.6,0.0062
21.865,1.606,1.6055,1.6,0.005
21.87,1.6059,1.6056,1.6,0.0047
21.875,1.6058,1.6058,1.6,0.0044
21.88,1.6057,1.6058,1.6,0.004
21.885,1.6056,1.6059,1.6,0.0034
21.89,1.6055,1.6057,1.6,0.0021
21.895,1.6054,1.6059,1.6,0.0019
21.9,1.6053,1.6058,1.6,0.0011
21.905,1.6052,1.606,1.6,0.0011
21.91,1.6051,1.606,1.6,0.0002
21.915,1.605,1.606,1.6,-0.0005
21.92,1.6048,1.606,1.6,-0.0011
21.925,1.6047,1.606,1.6,-0.0016
21.93,1.6046,1.6058,1.6,-0.003
21.935,1.6044,1.6059,1.6,-0.0032
21.94,1.6043,1.606,1.6,-0.0034
21.945,1.6041,1.6061,1.6,-0.0037
21.95,1.604,1.6057,1.6,-0.0054
21.955,1.6039,1.6057,1.6,-0.0061
21.96,1.6037,1.6056,1.6,-0.0071
21.965,1.6035,1.6053,1.6,-0.0085
21.97,1.6034,1.6056,1.6,-0.0081
21.975,1.6032,1.6055,1.6,-0.009
21.98,1.6031,1.6054,1.6,-0.0098
21.985,1.6029,1.6056,1.6,-0.0097
21.99,1.6028,1.6054,1.6,-0.0108
21.995,1.6026,1.6052,1.6,-0.0118
22.0,1.6025,1.605,1.6,-0.0129
22.005,1.6023,1.605,1.6,-0.0131
22.01,1.6022,1.6049,1.6,-0.0136
22.015,1.602,1.6046,1.6,-0.0147
22.02,1.6019,1.6046,1.6,-0.0146
22.025,1.6017,1.6044,1.6,-0.0152
22.03,1.6016,1.6044,1.6,-0.0151
22.035,1.6014,1.6042,1.6,-0.0157
22.04,1.6013,1.604,1.6,-0.0163
22.045,1.6012,1.6039,1.6,-0.0164
22.05,1.601,1.6034,1.6,-0.0176
22.055,1.6009,1.6033,1.6,-0.0177
22.06,1.6008,1.6032,1.6,-0.0178
22.065,1.6007,1.6033,1.6,-0.0171
22.07,1.6006,1.6031,1.6,-0.017
22.075,1.6005,1.6029,1.6,-0.0174
22.08,1.6004,1.6025,1.6,-0.0183
22.085,1.6003,1.6024,1.6,-0.0179
22.09,1.6002,1.602,1.6,-0.0188
22.095,1.6001,1.6017,1.6,-0.0192
22.1,1.6001,1.6016,1.6,-0.0188
22.105,1.6,1.6015,1.6,-0.0185
22.11,1.5999,1.6013,1.6,-0.0183
22.115,1.5999,1.6011,1.6,-0.0182
22.12,1.5998,1.601,1.6,-0.0177
22.125,1.5998,1.6009,1.6,-0.0169
22.13,1.5998,1.6011,1.6,-0.0154
22.135,1.5997,1.6011,1.6,-0.0144
22.14,1.5997,1.601,1.6,-0.0139
22.145,1.5997,1.6008,1.6,-0.0134
22.15,1.5997,1.6006,1.6,-0.0129
22.155,1.5997,1.6007,1.6,-0.0115
22.16,1.5997,1.6008,1.6,-0.0102
22.165,1.5998,1.6006,1.6,-0.0099
22.17,1.5998,1.6005,1.6,-0.009
22.175,1.5998,1.6002,1.6,-0.0088
22.18,1.5998,1.5999,1.6,-0.0088
22.185,1.5999,1.5998,1.6,-0.008
22.19,1.5999,1.5998,1.6,-0.0069
22.195,1.6,1.5998,1.6,-0.0056
22.2,1.6,1.5996,1.6,-0.0052
22.205,1.6001,1.5996,1.6,-0.0039
22.21,1.6002,1.5997,1.6,-0.0025
22.215,1.6002,1.5996,1.6,-0.0017
22.22,1.6003,1.5996,1.6,-0.0002
22.225,1.6004,1.6,1.6,0.0019
22.23,1.6005,1.6,1.6,0.0029
22.235,1.6006,1.6002,1.6,0.0046
22.24,1.6006,1.6003,1.6,0.0057
22.245,1.6007,1.6007,1.6,0.008
22.25,1.6008,1.6011,1.6,0.0101
22.255,1.6009,1.6012,1.6,0.011
22.26,1.601,1.6011,1.6,0.0115
22.265,1.6011,1.601,1.6,0.0116
22.27,1.6012,1.6008,1.6,0.0114
22.275,1.6012,1.6006,1.6,0.0113
22.28,1.6013,1.6009,1.6,0.0124
22.285,1.6014,1.6011,1.6,0.0133
22.29,1.6015,1.6013,1.6,0.0142
22.295,1.6015,1.6016,1.6,0.0149
22.3,1.6016,1.6019,1.6,0.0158
22.305,1.6017,1.6016,1.6,0.0148
22.31,1.6017,1.6017,1.6,0.0148
22.315,1.6018,1.6016,1.6,0.0143
22.32,1.6018,1.6018,1.6,0.0146
22.325,1.6018,1.6016,1.6,0.0135
22.33,1.6019,1.6017,1.6,0.0133
22.335,1.6019,1.602,1.6,0.0138
22.34,1.6019,1.6016,1.6,0.0121
22.345,1.6019,1.6017,1.6,0.0121
22.35,1.6019,1.6018,1.6,0.0119
22.355,1.6019,1.6018,1.6,0.0112
22.36,1.6019,1.6018,1.6,0.0103
22.365,1.6019,1.6014,1.6,0.0085
22.37,1.6019,1.6014,1.6,0.0076
22.375,1.6019,1.6016,1.6,0.0075
22.38,1.6019,1.6016,1.6,0.007
22.385,1.6018,1.6019,1.6,0.007
22.39,1.6018,1.6022,1.6,0.0074
22.395,1.6017,1.6025,1.6,0.0076
22.4,1.6017,1.6024,1.6,0.0065
22.405,1.6017,1.6024,1.6,0.0058
22.41,1.6016,1.6022,1.6,0.0043
22.415,1.6015,1.6024,1.6,0.0041
22.42,1.6015,1.6023,1.6,0.003
22.425,1.6014,1.6021,1.6,0.0016
22.43,1.6014,1.602,1.6,0.0005
22.435,1.6013,1.6022,1.6,0.0003
22.44,1.6012,1.6024,1.6,-0.0001
22.445,1.6011,1.6024,1.6,-0.0007
22.45,1.6011,1.6023,1.6,-0.002
22.455,1.601,1.6021,1.6,-0.0034
22.46,1.6009,1.6018,1.6,-0.005
22.465,1.6008,1.6017,1.6,-0.0057
22.47,1.6008,1.6017,1.6,-0.0063
22.475,1.6007,1.6015,1.6,-0.0074
22.48,1.6006,1.6014,1.6,-0.0081
22.485,1.6005,1.6012,1.6,-0.0088
22.49,1.6004,1.6014,1.6,-0.0087
22.495,1.6004,1.6014,1.6,-0.009
22.5,1.6003,1.6013,1.6,-0.0095
22.505,1.6002,1.6011,1.6,-0.01
22.51,1.6002,1.6007,1.6,-0.0114
22.515,1.6001,1.6009,1.6,-0.0108
22.52,1.6,1.6009,1.6,-0.0108
22.525,1.6,1.6008,1.6,-0.0112
22.53,1.5999,1.6005,1.6,-0.0119
22.535,1.5999,1.6005,1.6,-0.0118
22.54,1.5998,1.6001,1.6,-0.0129
22.545,1.5998,1.5999,1.6,-0.0132
22.55,1.5997,1.5998,1.6,-0.0131
22.555,1.5997,1.5998,1.6,-0.0127
22.56,1.5997,1.5999,1.6,-0.012
22.565,1.5997,1.6001,1.6,-0.0111
22.57,1.5996,1.6002,1.6,-0.0101
22.575,1.5996,1.6,1.6,-0.0104
22.58,1.5996,1.5998,1.6,-0.0104
22.585,1.5996,1.5992,1.6,-0.0118
22.59,1.5996,1.5991,1.6,-0.0114
22.595,1.5996,1.5991,1.6,-0.011
22.6,1.5997,1.5991,1.6,-0.0103
22.605,1.5997,1.5989,1.6,-0.0103
22.61,1.5997,1.5989,1.6,-0.0099
22.615,1.5997,1.5989,1.6,-0.0093
22.62,1.5998,1.5991,1.6,-0.0079
22.625,1.5998,1.5993,1.6,-0.0068
22.63,1.5999,1.5994,1.6,-0.0058
22.635,1.5999,1.5992,1.6,-0.0056
22.64,1.6,1.5991,1.6,-0.0052
22.645,1.6001,1.599,1.6,-0.0047
22.65,1.6001,1.599,1.6,-0.0042
22.655,1.6002,1.5991,1.6,-0.0034
22.66,1.6003,1.5991,1.6,-0.0026
22.665,1.6004,1.5989,1.6,-0.0026
22.67,1.6005,1.599,1.6,-0.0016
22.675,1.6005,1.599,1.6,-0.0009
22.68,1.6006,1.599,1.6,-0.0005
22.685,1.6007,1.599,1.6,0.0001
22.69,1.6008,1.5992,1.6,0.0013
22.695,1.6009,1.5993,1.6,0.0022
22.7,1.601,1.5993,1.6,0.0024
22.705,1.6011,1.5995,1.6,0.0037
22.71,1.6012,1.5995,1.6,0.004
22.715,1.6014,1.5995,1.6,0.0042
22.72,1.6015,1.5996,1.6,0.0049
22.725,1.6016,1.5999,1.6,0.0066
22.73,1.6017,1.5999,1.6,0.0068
22.735,1.6018,1.6001,1.6,0.0079
22.74,1.6019,1.6002,1.6,0.0086
22.745,1.602,1.6002,1.6,0.0089
22.75,1.6021,1.6003,1.6,0.0098
22.755,1.6022,1.6005,1.6,0.0104
22.76,1.6023,1.6007,1.6,0.0114
22.765,1.6024,1.601,1.6,0.0123
22.77,1.6025,1.6009,1.6,0.012
22.775,1.6026,1.6012,1.6,0.0129
22.78,1.6027,1.6011,1.6,0.0124
22.785,1.6028,1.6011,1.6,0.0124
22.79,1.6029,1.6012,1.6,0.0127
22.795,1.603,1.6014,1.6,0.0131
22.8,1.6031,1.6016,1.6,0.0135
22.805,1.6031,1.6018,1.6,0.0137
22.81,1.6032,1.6017,1.6,0.0133
22.815,1.6033,1.6019,1.6,0.0135
22.82,1.6033,1.6023,1.6,0.0142
22.825,1.6034,1.6023,1.6,0.0139
22.83,1.6034,1.6025,1.6,0.0139
22.835,1.6035,1.6026,1.6,0.0139
22.84,1.6035,1.6027,1.6,0.0136
22.845,1.6035,1.6026,1.6,0.0128
22.85,1.6035,1.6029,1.6,0.013
22.855,1.6035,1.603,1.6,0.0129
22.86,1.6036,1.603,1.6,0.0123
22.865,1.6036,1.6031,1.6,0.0119
22.87,1.6036,1.6031,1.6,0.0112
22.875,1.6035,1.6031,1.6,0.0102
22.88,1.6035,1.6037,1.6,0.0113
22.885,1.6035,1.6035,1.6,0.0098
22.89,1.6035,1.6034,1.6,0.0088
22.895,1.6034,1.6035,1.6,0.0082
22.9,1.6034,1.6036,1.6,0.0074
22.905,1.6033,1.6036,1.6,0.0065
22.91,1.6033,1.6038,1.6,0.0061
22.915,1.6032,1.6037,1.6,0.0051
22.92,1.6032,1.6037,1.6,0.0042
22.925,1.6031,1.6037,1.6,0.003
22.93,1.603,1.6039,1.6,0.0027
22.935,1.6029,1.6039,1.6,0.0018
22.94,1.6029,1.6041,1.6,0.0016
22.945,1.6028,1.6042,1.6,0.001
22.95,1.6027,1.6042,1.6,0.0002
22.955,1.6026,1.6039,1.6,-0.0016
22.96,1.6025,1.6037,1.6,-0.0031
22.965,1.6024,1.6036,1.6,-0.0043
22.97,1.6023,1.6033,1.6,-0.0061
22.975,1.6022,1.603,1.6,-0.008
22.98,1.6021,1.6028,1.6,-0.009
22.985,1.602,1.603,1.6,-0.0091
22.99,1.6018,1.603,1.6,-0.0097
22.995,1.6017,1.6027,1.6,-0.0112
23.0,1.6016,1.6027,1.6,-0.0116
23.005,1.6015,1.6025,1.6,-0.0126
23.01,1.6014,1.6026,1.6,-0.0126
23.015,1.6013,1.6025,1.6,-0.0132
23.02,1.6012,1.6027,1.6,-0.0131
23.025,1.6011,1.6023,1.6,-0.0145
23.03,1.601,1.602,1.6,-0.0158
23.035,1.6009,1.602,1.6,-0.0159
23.04,1.6009,1.602,1.6,-0.0158
23.045,1.6008,1.6019,1.6,-0.0161
23.05,1.6007,1.6016,1.6,-0.0168
23.055,1.6006,1.6016,1.6,-0.0167
23.06,1.6006,1.6018,1.6,-0.0158
23.065,1.6005,1.6015,1.6,-0.0164
23.07,1.6005,1.6013,1.6,-0.0166
23.075,1.6004,1.6012,1.6,-0.0164
23.08,1.6004,1.6011,1.6,-0.0163
23.085,1.6003,1.6008,1.6,-0.0165
23.09,1.6003,1.6007,1.6,-0.0163
23.095,1.6003,1.6006,1.6,-0.0158
23.1,1.6003,1.6005,1.6,-0.0155
23.105,1.6003,1.6005,1.6,-0.0147
23.11,1.6003,1.6004,1.6,-0.0142
23.115,1.6003,1.6005,1.6,-0.0133
23.12,1.6003,1.6005,1.6,-0.0125
23.125,1.6003,1.6004,1.6,-0.0118
23.13,1.6003,1.6006,1.6,-0.0103
23.135,1.6003,1.6005,1.6,-0.01
23.14,1.6004,1.6002,1.6,-0.01
23.145,1.6004,1.6,1.6,-0.0099
23.15,1.6005,1.6001,1.6,-0.0085
23.155,1.6005,1.6001,1.6,-0.0077
23.16,1.6006,1.6001,1.6,-0.0067
23.165,1.6007,1.6,1.6,-0.0063
23.17,1.6007,1.6,1.6,-0.0053
23.175,1.6008,1.6,1.6,-0.0044
23.18,1.6009,1.6,1.6,-0.0035
